"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"beneficiary rights. Furthermore, the rights to terminate, rescind, or agree to any variation, waiver, or","0","0","0","1","3","15","0","3","4","0","paragraph"
"settlement of the Agreements are not subject to the consent of any other person.","0","0","0","1","3","14","0","0","4","0","paragraph"
"Podcast Hosting Services . If you host your Authorized User Content with a third party podcast hosting","0","0","0","1","3","17","0","3","3","0","paragraph"
"service (“ Podcast Hosting Service ”), you acknowledge that this Agreement is between you and Spotify","0","0","0","0","3","16","0","2","4","0","paragraph"
"only, not with your Podcast Hosting Service. Your Podcast Hosting Service is not an intended beneficiary","0","0","0","1","3","16","0","0","3","0","paragraph"
"of the Agreements and your Podcast Hosting Service is not responsible for the Service and the Content","0","0","0","1","3","17","0","0","4","0","paragraph"
"thereof. Your Podcast Hosting Service has no obligation whatsoever to furnish any maintenance and","0","0","0","1","3","14","0","1","3","0","paragraph"
"support services with respect to the Service. Notwithstanding the foregoing, you acknowledge and agree","0","0","0","1","3","14","0","2","5","0","paragraph"
"that Spotify, in its sole discretion, may share Content with Podcast Hosting Services, such as data","0","0","0","1","3","16","0","2","5","0","paragraph"
"analytics, and such Content may include data related to your Authorized User Content.","0","0","0","1","3","13","0","3","4","0","paragraph"
"17. Entire Agreement","1","0","0","1","2","3","0","0","1","1","heading"
"Other than as stated in this section or as explicitly agreed upon in writing between you and Spotify, the","0","0","0","1","3","19","0","2","4","0","paragraph"
"Agreements constitute all the terms and conditions agreed upon between you and Spotify and supersede","0","0","0","1","3","15","0","3","5","0","paragraph"
"any prior agreements in relation to the subject matter of these Agreements, whether written or oral.","0","0","0","1","3","16","0","1","4","0","paragraph"
"Please note, however, that other aspects of your use of the Spotify for Podcasters Service may be","0","0","0","1","3","17","0","2","4","0","paragraph"
"governed by additional agreements. When you are presented with an offer for such aspects of your use,","0","0","0","1","3","17","0","2","5","0","paragraph"
"you will be presented with any related additional agreement, and you may have an opportunity to agree to","0","0","0","1","0","18","0","4","4","0","paragraph"
"additional terms. Some of those additional terms are listed on Spotify’s website. To the extent that there is","0","0","0","1","3","18","0","1","4","0","paragraph"
"any irreconcilable conflict between","0","0","0","1","0","4","0","0","1","0","paragraph"
"additional terms shall prevail.","0","0","0","1","0","4","0","2","1","0","paragraph"
"18. Severability and Waiver","1","0","0","1","2","4","0","0","2","1","heading"
"any additional terms and these Spotify for Podcasters Terms, the","0","0","0","1","3","10","0","0","3","0","paragraph"
"12","0","0","0","1","2","1","1","0","0","1","paragraph"
"Severability . Unless as otherwise stated in the Agreements, should any provision of the Agreements shall","0","0","0","1","3","16","0","3","4","0","paragraph"
"be held unlawful, void, or for any reason unenforceable, then that provision shall be deemed severable","0","0","0","1","0","16","0","3","2","0","paragraph"
"from the Agreements and shall not affect the validity and enforceability of any remaining provisions.","0","0","0","1","3","15","0","3","4","0","paragraph"
"Waiver . A provision of the Agreements may be waived only by a written instrument executed by the party","0","0","0","1","3","19","0","4","5","0","paragraph"
"entitled to the benefit of such provision. No failure or delay on the part of Spotify in the exercise of any","0","0","0","1","3","21","0","2","6","0","paragraph"
"power or right under the Agreements shall operate as a waiver thereof. No single or partial exercise of","0","0","0","1","3","18","0","2","4","0","paragraph"
"any right or power under the Agreements shall operate as a waiver of such right or of any other right or","0","0","0","1","3","21","0","2","6","0","paragraph"
"power. The waiver by Spotify of a breach of any provision of the Agreements shall not operate or be","0","0","0","1","3","19","0","2","6","0","paragraph"
"construed as a waiver of any other or subsequent breach of the Agreements.","0","0","0","1","3","13","0","1","3","0","paragraph"
"19. Assignment","1","0","0","1","2","2","0","0","1","1","heading"
"Spotify may assign the Agreements or any part of them, and Spotify may delegate any of its obligations","0","0","0","1","3","18","0","4","6","0","paragraph"
"under the Agreements. You may not assign the Agreements","0","0","0","1","3","9","0","2","3","0","paragraph"
"sub-license your rights under the Agreements, to any third party.","0","0","0","1","3","10","0","1","3","0","paragraph"
"20. Indemnification","1","0","0","1","2","2","0","0","1","1","heading"
"or any part of them, nor transfer or","0","0","0","1","0","8","0","0","3","0","paragraph"
"You agree to defend, indemnify and hold Spotify and its officers, directors, employees and","0","0","0","1","3","14","0","4","5","0","paragraph"
"representatives harmless from and against any and all liabilities, damages, awards, settlements, losses,","0","0","0","1","0","13","0","0","6","0","paragraph"
"claims and expenses (including but not limited to attorney's fees and costs of investigation) due to or","0","0","0","1","0","17","0","2","5","0","paragraph"
"arising from (i) your use of the Service and all activity under your Account, (ii) your violation of any term of","0","0","0","1","3","21","0","1","7","0","paragraph"
"these Spotify for Podcasters Terms, (iii) any claim by a third party of infringement of any third party right,","0","0","0","1","3","19","0","0","6","0","paragraph"
"including but not limited to any copyright or other intellectual property right, property right or privacy right,","0","0","0","1","0","17","0","1","5","0","paragraph"
"by you, your Account, your Authorized User Content and/or Spotify’s use of the Authorized User Content","0","0","0","1","3","16","0","2","5","0","paragraph"
"in accordance with the terms of these Spotify for Podcasters Terms; or (iv) any claim that the Authorized","0","0","0","1","3","18","0","1","4","0","paragraph"
"User Content has caused any damage to a third party (including","0","0","0","1","3","11","0","2","3","0","paragraph"
"Authorized User Content has caused damage to any personal rights).","0","0","0","1","3","10","0","1","3","0","paragraph"
"21. Choice of Law, Mandatory Arbitration and Venue","1","0","0","1","2","8","0","0","4","1","heading"
"21.1 Governing Law / Jurisdiction","1","0","0","1","2","5","0","0","2","1","heading"
"but not limited to claims that the","0","0","0","1","0","7","0","0","0","0","paragraph"
"The Agreements (and any non-contractual disputes/claims arising out of or in connection with them) are","0","0","0","1","3","15","0","1","4","0","paragraph"
"subject to the laws of the state of California, United States of America, without regard to choice or","0","0","0","1","3","18","0","0","7","0","paragraph"
"conflicts of law principles. Further, you and Spotify agree to the jurisdiction of the Northern District of","0","0","0","1","3","17","0","2","5","0","paragraph"
"California to resolve any dispute, claim, or controversy that relates to or arises in connection with the","0","0","0","1","3","17","0","3","5","0","paragraph"
"Agreements (and any non-contractual disputes/claims relating to or arising out of or in connection with","0","0","0","1","3","15","0","2","4","0","paragraph"
"them) and is not subject to mandatory arbitration under Section 21.2.1. Spotify does not accept any codes","0","0","0","1","3","17","0","2","3","0","paragraph"
"of conduct as mandatory in connection with the services provided under these Spotify for Podcasters","0","0","0","1","3","15","0","1","5","0","paragraph"
"Terms.","0","0","0","1","2","1","0","0","1","0","paragraph"
"21.2 ARBITRATION AGREEMENT","1","0","0","1","1","3","0","0","1","1","heading"
"This arbitration agreement applies only to users in the United States.","0","0","0","1","3","11","0","1","3","0","paragraph"
"13","0","0","0","1","2","1","1","0","0","1","paragraph"
"21.2.1 Dispute resolution and arbitration","1","0","0","1","3","5","0","0","2","1","heading"
"You and Spotify agree that any dispute, claim, or controversy between you and Spotify arising in","0","0","0","1","3","16","0","3","6","0","paragraph"
"connection with or relating in any way to these Agreements or to your relationship with Spotify as a user","0","0","0","1","3","19","0","1","6","0","paragraph"
"of the Service (whether based in contract, tort, statute, fraud, misrepresentation, or any other legal theory,","0","0","0","1","3","16","0","1","7","0","paragraph"
"and whether the claims arise during or after the termination of the Agreements) will be determined by","0","0","0","1","3","17","0","3","3","0","paragraph"
"mandatory binding individual (not class) arbitration. You and Spotify further agree that the arbitrator shall","0","0","0","1","3","15","0","4","4","0","paragraph"
"have the exclusive power to rule on his or her own jurisdiction, including any objections with respect to the","0","0","0","1","0","19","0","2","4","0","paragraph"
"existence, scope or validity of the arbitration agreement or to the arbitrability of any claim or counterclaim.","0","0","0","1","0","17","0","0","7","0","paragraph"
"Arbitration is more informal than a lawsuit in court. THERE IS NO JUDGE OR JURY IN ARBITRATION,","0","0","0","1","3","17","0","1","6","0","paragraph"
"AND COURT REVIEW OF AN ARBITRATION AWARD IS LIMITED. There may be more limited","0","0","0","1","3","14","0","2","2","0","paragraph"
"discovery than in court. The arbitrator must follow this agreement and can award the same damages and","0","0","0","1","3","17","0","4","5","0","paragraph"
"relief as a court (including attorney fees), except that the arbitrator may not award any relief, including","0","0","0","1","0","17","0","4","5","0","paragraph"
"declaratory or injunctive relief, benefiting anyone","0","0","0","1","0","6","0","1","2","0","paragraph"
"provision will survive termination of the Agreements.","0","0","0","1","3","7","0","2","3","0","paragraph"
"21.2.2 Exceptions","1","0","0","1","2","2","0","0","1","1","heading"
"but the parties to the arbitration. This arbitration","0","0","0","1","3","8","0","0","3","0","paragraph"
"Notwithstanding clause 22.2.1 above, you and Spotify both agree that nothing in this Arbitration","0","0","0","1","3","14","0","2","2","0","paragraph"
"Agreement will be deemed to waive, preclude, or otherwise limit either of our rights, at any time, to (1)","0","0","0","1","3","19","0","5","3","1","paragraph"
"bring an individual action in a U.S. small claims court, (2) pursue enforcement actions through applicable","0","0","0","1","3","16","0","2","3","1","paragraph"
"U.S. federal, state, or local agencies where such actions are available, or (3) bring an individual action","0","0","0","1","3","17","0","1","3","1","paragraph"
"seeking only temporary or preliminary injunctive relief in a court of law, pending a final ruling from the","0","0","0","1","0","18","0","2","4","0","paragraph"
"arbitrator.","0","0","0","1","0","1","0","0","1","0","paragraph"
"21.2.3 No Class or Representative Proceedings: Class Action Waiver","1","0","0","1","2","9","0","0","2","1","heading"
"YOU AND SPOTIFY AGREE THAT EACH MAY BRING CLAIMS AGAINST THE OTHER ONLY IN","0","0","0","1","1","14","0","4","3","0","paragraph"
"YOUR OR ITS INDIVIDUAL CAPACITY AND NOT AS A PLAINTIFF OR CLASS MEMBER IN ANY","0","0","0","1","1","15","0","0","2","0","paragraph"
"PURPORTED CLASS OR REPRESENTATIVE ACTION. Unless both you and Spotify agree, no arbitrator","0","0","0","1","3","13","0","1","3","0","paragraph"
"or judge may consolidate more than","0","0","0","1","0","6","0","2","1","0","paragraph"
"representative or class proceeding.","0","0","0","1","0","4","0","0","1","0","paragraph"
"21.2.4 Arbitration rules","1","0","0","1","3","3","0","0","1","1","heading"
"one person’s claims or otherwise preside over any form of a","0","0","0","1","0","11","0","1","3","1","paragraph"
"Either you or we may start arbitration proceedings. Any arbitration between you and Spotify will take place","0","0","0","1","3","17","0","4","7","0","paragraph"
"under the Commercial Arbitration Rules and Mediation Procedures of the American Arbitration","0","0","0","1","3","12","0","0","3","0","paragraph"
"Association (“ AAA ”) then in force (“ AAA Rules ”), as modified by this Arbitration Agreement. You and","0","0","0","0","3","19","0","1","5","0","paragraph"
"Spotify agree that the Federal Arbitration Act applies and governs the interpretation and enforcement of","0","0","0","1","3","15","0","3","3","0","paragraph"
"this provision (despite the choice of law provision above). The AAA Rules, as well as instructions on how","0","0","0","1","3","18","0","0","5","0","paragraph"
"to file an arbitration proceeding with the AAA, appear at adr.org,","0","0","0","1","3","11","0","3","2","0","paragraph"
"1-800-778-7879. Spotify can also help put you in touch with the AAA.","0","0","0","1","3","12","0","3","4","1","paragraph"
"or you may call the AAA at","0","0","0","1","2","7","0","2","1","0","paragraph"
"Any arbitration hearings will take place in New York, NY, or at a location mutually agreed upon by the","0","0","0","1","3","19","0","3","5","0","paragraph"
"parties, provided that if the claim is for $10,000 or less, you may choose whether the arbitration will be","0","0","0","1","0","19","0","4","4","0","paragraph"
"conducted (1) solely on the basis of documents submitted to the arbitrator; (2) through a non-appearance","0","0","0","1","0","16","0","2","3","2","paragraph"
"based telephonic hearing; or (3) by an in-person hearing as established by the AAA Rules in the county","0","0","0","1","3","18","0","2","4","1","paragraph"
"(or parish) of your billing address.","0","0","0","1","0","6","0","1","1","0","paragraph"
"14","0","0","0","1","2","1","1","0","0","1","paragraph"
"Your arbitration fees and your share of arbitrator compensation will be limited to those fees set forth in the","0","0","0","1","3","19","0","3","4","0","paragraph"
"relevant AAA rules. Regardless of the manner in which the arbitration is conducted, the arbitrator shall","0","0","0","1","3","16","0","1","4","0","paragraph"
"issue a reasoned written decision sufficient to explain the essential findings and conclusions on which the","0","0","0","1","0","16","0","4","3","0","paragraph"
"decision and award, if any, are based. The arbitrator may make rulings and resolve disputes as to the","0","0","0","1","3","18","0","4","3","0","paragraph"
"payment and reimbursement of fees or expenses at any time during the proceeding and upon request","0","0","0","1","0","16","0","0","7","0","paragraph"
"from either party made within 14 days of the arbitrator’s ruling on the merits.","0","0","0","1","0","14","0","1","4","0","paragraph"
"21.2.5 Time for filing","1","0","0","1","3","4","0","0","2","1","heading"
"Any arbitration must be commenced by filing a demand for arbitration within ONE (1) YEAR after the date","0","0","0","1","3","18","0","3","5","1","paragraph"
"the party asserting the claim first knows or reasonably should know of the act, omission, or default giving","0","0","0","1","0","18","0","4","5","0","paragraph"
"rise to the claim; and there shall be no right to any remedy for any claim not asserted within that time","0","0","0","1","0","21","0","3","5","0","paragraph"
"period. If applicable law prohibits a one-year limitation period for asserting claims, any claim must be","0","0","0","1","3","16","0","3","5","0","paragraph"
"asserted within the shortest time period permitted by applicable law.","0","0","0","1","0","10","0","2","2","0","paragraph"
"21.2.6 Notice; Process","1","0","0","1","2","3","0","0","1","1","heading"
"A party who intends to seek arbitration must first send a written notice of the dispute to the other, by","0","0","0","1","3","20","0","5","5","0","paragraph"
"certified mail, or Federal Express, UPS, or Express Mail (signature required), or in the event that we do","0","0","0","1","3","18","0","2","7","0","paragraph"
"not have a physical address on file for you, by electronic mail (""Notice""). Spotify's address for Notice is:","0","0","0","1","3","18","0","0","7","0","paragraph"
"Spotify, Attn: General Counsel, 4 World Trade Center, 150 Greenwich Street, 62nd Floor, New York, NY","0","0","0","1","2","16","0","0","4","2","paragraph"
"10007, USA. The Notice must (1) describe the nature and basis of the claim or dispute; and (2) set forth","0","0","0","1","3","20","0","3","6","2","paragraph"
"the specific relief sought ("" Demand ""). We agree to use good faith efforts to resolve the claim directly, but","0","0","0","0","3","20","0","4","4","0","paragraph"
"if we do not reach an agreement to do so within 30 days after the Notice is received, you or Spotify may","0","0","0","1","3","22","0","3","5","0","paragraph"
"commence an arbitration proceeding. During the arbitration, the amount of any settlement offer made by","0","0","0","1","3","15","0","2","3","0","paragraph"
"you or Spotify shall not be disclosed to the arbitrator until after the arbitrator makes a final decision and","0","0","0","1","3","19","0","3","5","0","paragraph"
"award, if any. In the event our dispute is finally resolved through arbitration in your favor, Spotify shall pay","0","0","0","1","3","19","0","3","6","0","paragraph"
"you the greater of (1) the amount awarded by the arbitrator, if any, (2) the last written settlement amount","0","0","0","1","0","19","0","2","4","1","paragraph"
"offered by Spotify in settlement of the dispute prior to the arbitrator’s award; or (3) $1,000.00, whichever is","0","0","0","1","3","18","0","1","5","1","paragraph"
"greater. All documents and information disclosed in the course of the arbitration shall be kept strictly","0","0","0","1","3","16","0","3","4","0","paragraph"
"confidential by the recipient and shall not be used by the recipient for any purpose other than for purposes","0","0","0","1","0","19","0","2","4","0","paragraph"
"of the arbitration or the enforcement of the arbitrator’s decision and award and shall not be disclosed","0","0","0","1","0","17","0","2","5","0","paragraph"
"except in confidence to persons who have a need to know for such purposes or as required by applicable","0","0","0","1","0","19","0","2","5","0","paragraph"
"law.","0","0","0","1","0","1","0","0","1","0","paragraph"
"21.2.7 Enforceability","1","0","0","1","2","2","0","0","1","1","heading"
"If any portion of this Arbitration Agreement (Section 21.2) is found to be unenforceable in court or in","0","0","0","1","3","18","0","1","3","0","paragraph"
"arbitration, then the entirety of the Arbitration Agreement (Section 21.2) shall be null and void and, in such","0","0","0","1","3","18","0","1","3","0","paragraph"
"case, the parties agree that the exclusive jurisdiction and venue described in Section 21.1 shall govern","0","0","0","1","3","16","0","4","4","0","paragraph"
"any action arising out of or related to the Agreements.","0","0","0","1","3","10","0","2","2","0","paragraph"
"22 Miscellaneous","1","0","0","1","2","2","0","0","0","1","heading"
"22.1 Entire Agreement","1","0","0","1","2","3","0","0","1","1","heading"
"15","0","0","0","1","2","1","1","0","0","1","paragraph"
"The Agreements constitute the entire agreement between you and Spotify relating to the subject matter","0","0","0","1","3","15","0","3","4","0","paragraph"
"herein and therein and supersede all previous and contemporaneous communications, representations,","0","0","0","1","0","11","0","1","3","0","paragraph"
"understandings and agreements, either oral or written, between you and Spotify with respect to your use","0","0","0","1","3","16","0","2","5","0","paragraph"
"of the Spotify for Podcasters Service. These Spotify for Podcasters Terms shall not be modified except in","0","0","0","1","3","17","0","2","4","0","paragraph"
"writing signed by both parties, except for Spotify’s right to modify the terms as described above.","0","0","0","1","3","16","0","4","4","0","paragraph"
"22.2 No Agency","1","0","0","1","2","3","0","0","1","1","heading"
"You agree that no joint venture, partnership, employment, or agency relationship exists between you and","0","0","0","1","3","15","0","2","6","0","paragraph"
"Spotify as a result of the Agreements or use of the Spotify for Podcasters Service.","0","0","0","1","3","15","0","1","5","0","paragraph"
"22.3 Headings","1","0","0","1","2","2","0","0","1","1","heading"
"The heading references in the Agreements are for convenience purposes only, do not constitute a part of","0","0","0","1","3","17","0","2","4","0","paragraph"
"the Agreements, and shall not be deemed to limit or affect any of the provisions hereof or thereof.","0","0","0","1","3","18","0","4","2","0","paragraph"
"23. Contact us","1","0","0","1","2","3","0","1","1","1","heading"
"If you have any questions concerning the Spotify for Podcasters Service or the Agreements, please","0","0","0","1","3","15","0","1","5","0","paragraph"
"contact Spotify customer service by visiting the Contact Us section of our website.","0","0","0","0","3","13","0","1","4","0","paragraph"
"If you are a California resident, you may have the Agreements mailed to you electronically by sending a","0","0","0","1","3","18","0","3","5","0","paragraph"
"letter to Spotify, Attn: General Counsel, 4 World Trade Center, 150 Greenwich Street, 62nd Floor, New","0","0","0","1","3","16","0","0","5","2","paragraph"
"York, NY 10007 USA with your email address and a request for the Agreements. In addition, under","0","0","0","1","3","17","0","0","6","0","paragraph"
"California Civil Code Section 1789.3, you may contact the Complaint Assistance Unit of the Division of","0","0","0","1","3","16","0","2","3","0","paragraph"
"Con sumer Services of the California Department of Consumer Affairs in writing at 1625 N. Market Blvd.,","0","0","0","1","3","17","0","1","4","0","paragraph"
"Suite S-202, Sacramento, California 95834, or by telephone at 1-800-952-5210 in order to resolve a","0","0","0","1","3","15","0","1","4","1","paragraph"
"complaint regarding the service or to receive further information regarding use of the service.","0","0","0","1","0","14","0","3","5","0","paragraph"
"Thank you for reading these Spotify for Podcasters Terms. We hope you enjoy Spotify for Podcasters!","0","0","0","1","3","16","0","5","6","0","paragraph"
"Contracting entit(ies)::","0","0","0","1","3","2","0","1","0","0","paragraph"
"Spotify USA Inc.","0","0","0","1","2","3","0","0","2","0","paragraph"
"4 World Trade Center","0","0","0","1","2","4","0","0","1","1","paragraph"
"150 Greenwich Street, 62nd Floor","0","0","0","1","2","5","0","0","2","2","paragraph"
"New York, NY 10007","0","0","0","1","2","4","0","0","2","0","paragraph"
"USA","0","0","0","1","1","1","0","0","1","0","paragraph"
"Spotify AB","0","0","0","1","2","2","0","1","1","0","paragraph"
"Regeringsgatan 19","0","0","0","1","2","2","0","0","1","1","paragraph"
"111 53 Stockholm","0","0","0","1","2","3","0","0","1","2","paragraph"
"Sweden","0","0","0","1","2","1","0","0","1","0","paragraph"
"IN WITNESS WHEREOF, THE PARTIES HAVE EXECUTED THESE SPOTIFY FOR PODCASTERS","1","0","0","1","1","11","0","3","4","0","heading"
"TERMS AS OF THE EFFECTIVE DATE. YOU AGREE THAT BY CLICKING THAT YOU AGREE TO","1","0","0","1","1","15","0","2","4","0","heading"
"THESE TERMS AND CONDITIONS AND CLICKING “CONTINUE,” YOU ARE ACCEPTING THESE","1","0","0","1","1","11","0","2","4","0","heading"
"16","0","0","0","1","2","1","1","0","0","1","paragraph"
"SPOTIFY FOR PODCASTERS","1","0","0","1","1","3","0","1","1","0","heading"
"TERMS.","1","0","0","1","1","1","0","0","1","0","heading"
"TERMS AND EXECUTING THESE SPOTIFY FOR PODCASTERS","1","0","0","1","1","7","0","1","2","0","heading"
"17","0","0","0","1","2","1","1","0","0","1","paragraph"
